ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile
German_language,Are feminines declined in the singular?,no,NULL,easy,data/set5/a2
German_language,Is 9 %  of the Internet  population German?,no,NULL,easy,data/set5/a2
German_language,Is german written using the Latin  alphabet?,Yes,NULL,easy,data/set5/a2
German_language,Was the Luther Bible by Martin Luther printed?,Yes,NULL,easy,data/set5/a2
German_language,Does a  tz indicate that the preceding vowel is short?,no,NULL,easy,data/set5/a2
German_language,"Are there 622,650 speakers of German In Canada?",Yes,NULL,easy,data/set5/a2
German_language,Are there also large populations of German ancestry In Mexico?,yes,NULL,medium,data/set5/a2
German_language,Would Bundesländer not accept North Rhine Westphalia and Bavaria ?,yes,NULL,easy,data/set5/a2
German_language,"Have adverbs of time to appear in the third place in the sentence , just after the predicate ?",Yes,NULL,easy,data/set5/a2
Giraffe,Do both sexes of giraffe have horns?,Yes,easy,easy,data/set1/a5
Giraffe,Do giraffes give birth standing up?,Yes,easy,easy,data/set1/a5
Giraffe,Are giraffes hunted for their hides?,Yes,easy,easy,data/set1/a5
Giraffe,What areas can giraffes inhabit?,"savannas, grasslands, or open woodlands",medium,medium,data/set1/a5
Giraffe,What areas can giraffes inhabit?,"inhabit savannas, grasslands, or open woodlands",medium,easy,data/set1/a5
Giraffe,What will a giraffe use to clean off any bugs that appear on its face?,extremely long tongue ,medium,medium,data/set1/a5
Giraffe,What will a giraffe use to clean off any bugs that appear on its face?,It's extremely long tongue,medium,easy,data/set1/a5
Giraffe,How do giraffes defend themselves?,with a powerful kick,medium,medium,data/set1/a5
Giraffe,How do giraffes defend themselves?,With powerful kicks,medium,easy,data/set1/a5
Giraffe,Do male giraffes weigh more than female giraffes?,Yes,hard,medium,data/set1/a5
Giraffe,Do male giraffes have larger horns than female giraffes?,Yes,hard,medium,data/set1/a5
Giraffe,Are male females generally taller than female giraffes?,Yes,hard,medium,data/set1/a5
Henri_Becquerel,Was Henri Becquerel one of the discoverers of radioactivity?,Yes,easy,easy,data/set4/a9
Henri_Becquerel,Is the SI unit for radioactivity named after him?,Yes,easy,medium,data/set4/a9
Henri_Becquerel,Was Henri Becquerel a French physicist?,Yes,easy,easy,data/set4/a9
Henri_Becquerel,In what year did Henri Becquerel die?,1908,medium,medium,data/set4/a9
Henri_Becquerel,In what year did Henri Becquerel die?,24-Aug-08,medium,medium,data/set4/a9
Henri_Becquerel,Where was Henri Becquerel born?, Paris ,medium,medium,data/set4/a9
Henri_Becquerel,Where was Henri Becquerel born?,Paris,medium,easy,data/set4/a9
Henri_Becquerel,In what year did Henri Becquerel win the Nobel Prize in Physics?,1903,medium,medium,data/set4/a9
Henri_Becquerel,Was Henri Becquerel first in his family to occupy the physics chair at the Museum National d'Histoire Naturelle?,No,hard,easy,data/set4/a9
Henri_Becquerel,Was Henri Becquerel the sole winner of the 1903 Nobel Prize in Physics?,No,hard,hard,data/set4/a9
Henri_Becquerel,Did Henri Becquerel intentionally discover radioactivity?,No,hard,hard,data/set4/a9
Henri_Becquerel,Did Henri Becquerel intentionally discover radioactivity?,He discovered it accidentally,hard,medium,data/set4/a9
Henri_Becquerel,"If Henri Becquerel was alive today, how old would he have been?",157,NULL,hard,data/set4/a9
Henri_Becquerel,For how many years did Henri Becquerel live?,56,NULL,hard,data/set4/a9
Henri_Becquerel,Did Henri Becquerel live to be 80 years old?,no,NULL,medium,data/set4/a9
Henri_Becquerel,What was Henri Becquerel`s profession?,physisist,NULL,easy,data/set4/a9
Henri_Becquerel,How old was Henri Becquerel when he died?,53,NULL,too hard,data/set4/a9
Henri_Becquerel,How many years ago was it when he became the third in his family to occupy the physics chair at the Musum National d`Histoire Naturelle?,117,NULL,hard,data/set4/a9
Henri_Becquerel,"In 1908, the year  of his death, was Becquerel elected Permanent Secretary  of the Académie  des  Sciences?",Yes,NULL,easy,data/set4/a9
Henri_Becquerel,When was Henri Becquerel born?,"December 15, 1852",NULL,medium,data/set4/a9
Henri_Becquerel,Did he become chief engineer in the Department of Bridges and Highways?,Yes,NULL,easy,data/set4/a9
Henri_Becquerel,Did he share the Nobel Prize in Physics?,Yes,NULL,easy,data/set4/a9
Henri_Becquerel,Is it true that Becquerel wrapped a fluorescent substance in photographic plates?,Yes,NULL,easy,data/set4/a9
Henri_Becquerel,Becquerel wrapped a fluorescent substance in what?,photographic plates and black material,NULL,medium,data/set4/a9
Henri_Becquerel,Is there a Becquerel crater on the Moon for radioactivity?,Yes,NULL,easy,data/set4/a9
Henri_Becquerel,Must … One conclude from these experiments that the phosphorescent substance in question emits rays which pass through the opaque paper and reduces silver salts ?,Yes,NULL,easy,data/set4/a9
Henri_Becquerel,What is Henri Becquerel?,Henri Becquerel was a famous physicist.,NULL,easy,data/set4/a9
Henri_Becquerel,Where is Henri Becquerel from?,Paris,NULL,medium,data/set4/a9
Henri_Becquerel,What does Henri Becquerel do?,was a physisist,NULL,medium,data/set4/a9
Henri_Becquerel,What does Henri Becquerel do?,Henri Becquerel was a physicist.,NULL,hard,data/set4/a9
Isaac_Newton,Was Newton a English physicist?,Yes.,easy,easy,data/set4/a1
Isaac_Newton,Was Newton a English physicist?,Yes,easy,easy,data/set4/a1
Isaac_Newton,Did Newton reject the church's doctrine of the Trinity?,Newton may have rejected the church's doctrine of the Trinity.,easy,hard,data/set4/a1
Isaac_Newton,Did Newton reject the church's doctrine of the Trinity?,Maybe,easy,hard,data/set4/a1
Isaac_Newton,Was Newton admitted into Havard College?,No.,easy,easy,data/set4/a1
Isaac_Newton,Was Newton admitted into Havard College?,"Maybe, but it doesn't say so in the article",easy,easy,data/set4/a1
Isaac_Newton,When was Newton's date of birth recorded?,"Christmas Day, Decembeer 25, 1642.",medium,medium,data/set4/a1
Isaac_Newton,When was Newton's date of birth recorded?,"his date of birth was recorded as Christmas Day, December 25, 1642",medium,easy,data/set4/a1
Isaac_Newton,How many laws of motion did Netwon have?,Three,medium,medium,data/set4/a1
Isaac_Newton,Who did Newton see as the master creator?,God,medium,medium,data/set4/a1
Isaac_Newton,Who did Newton see as the master creator?,Newton saw God as the master creator whose existence could not be denied in the face of the grandeur of all creation,medium,easy,data/set4/a1
Isaac_Newton,When did Netwon investigate the refraction of light,From 1670 to 1672,hard,hard,data/set4/a1
Isaac_Newton,When did Netwon investigate the refraction of light,1670-1672,hard,hard,data/set4/a1
Isaac_Newton,What principles did Newton explain for mechanics?,The principles of conservation of momentum and angular momentum,hard,hard,data/set4/a1
Isaac_Newton,What principles did Newton explain for mechanics?,"In mechanics, Newton enunciated the principles of conservation of momentum and angular momentum",hard,medium,data/set4/a1
Isaac_Newton,Interaction with what man stirred up Newton's interest in alchemy?,Henry More,hard,hard,data/set4/a1
Isaac_Newton,Interaction with what man stirred up Newton's interest in alchemy?,"The contact with the theosophist Henry More, revived his interest in alchemy",hard,medium,data/set4/a1
James_Watt,James Watt's improvements of what were fundamental to the changes wrought by the Industrial Revolution?,The steam engine.,easy,medium,data/set4/a2
James_Watt,James Watt's improvements of what were fundamental to the changes wrought by the Industrial Revolution?,steam engine,easy,hard,data/set4/a2
James_Watt,James Watt was born where?,"Greenock, a seaport on the Firth of Clyde",easy,medium,data/set4/a2
James_Watt,What was the name of James Watt's mother?,Agnus Muirhead,easy,medium,data/set4/a2
James_Watt,What was the name of James Watt's mother?,Agnes Muirhead,easy,hard,data/set4/a2
James_Watt,How many of James Watt's children did not live to adulthood?,3,medium,hard,data/set4/a2
James_Watt,James Watt ranked first among how many people in Charles Murray's survey of historiometry?,229,medium,medium,data/set4/a2
James_Watt,In what year did James travel to Lodon to study instrument-making?,1753,hard,hard,data/set4/a2
James_Watt,For how many years of James Watt's life was his mother alive?,17 years,hard,hard,data/set4/a2
James_Watt,What is James Watt most famous for?,Steam engine.,hard,too hard,data/set4/a2
Japanese_language,Do most Japanese people employ politeness?,yes,NULL,easy,data/set5/a6
Japanese_language,Is it true that Japanese borrowed a considerable number of words?,yes,NULL,easy,data/set5/a6
Japanese_language,Are the several dialects of Kagoshima famous to speakers?,yes,NULL,medium,data/set5/a6
Lima,Is Lima the capital of Peru?,Yes.,easy,easy,data/set3/a4
Lima,Is the Museum of Gold in Lima?,Yes.,easy,hard,data/set3/a4
Lima,Does Lima have volleyball venues?,Yes.,easy,hard,data/set3/a4
Lima,When was Lima founded?,"January 18,1535.",medium,medium,data/set3/a4
Lima,Where is the Park of the Reserve located?,Near the downtown area.,medium,medium,data/set3/a4
Lima,What is a colectivo?,Automobiles that renders express service on some major roads of the Lima Metropolitan Area.,medium,medium,data/set3/a4
Lima,Is the National University of San Marcos in Lima?,Yes.,hard,hard,data/set3/a4
Lima,Has the San Lorenzo Megaport Project been completed?,No.,hard,hard,data/set3/a4
Lima,How many years ago was the Lima Stock Exchange the most profitable in the world?,Three,NULL,hard,data/set3/a4
Lima,Is rainfall very low?,Yes.,NULL,easy,data/set3/a4
Lima,Is lima the capital  and  largest  city  of Peru?,Yes.,NULL,easy,data/set3/a4
Lima,"Is The GDP  per capita in Lima $ 7,600  /  ref )?",Yes.,NULL,easy,data/set3/a4
Lima,The Spanish Crown named Pizarro governor of what?,Hemming.,NULL,medium,data/set3/a4
Lima,Is it true that the ideas of the Enlightenment shaped the development of the city?,Yes.,NULL,easy,data/set3/a4
Lima,The ideas of the Enlightenment shaped the development of what?,"the city, Lima",NULL,medium,data/set3/a4
London,Is London the capital of the United Kingdom?,Yes,easy,easy,data/set3/a1
London,Does London's population draw from a wide range of religions?,Yes,easy,easy,data/set3/a1
London,Did Caunte take control of the English throne in 101?,No,easy,easy,data/set3/a1
London,Over how many languages are spoken in London?,Over 300 languages are spoken in london,medium,medium,data/set3/a1
London,Over how many languages are spoken in London?,Over 300,medium,easy,data/set3/a1
London,What had the Anglo-Saxons created by the 600s?,"By the 600s, the Anglo-Saxons had created a new settlement called Lundenwic.",medium,medium,data/set3/a1
London,What had the Anglo-Saxons created by the 600s?,a new settlement called Lundenwic,medium,easy,data/set3/a1
London,What city in the UK has been subjected to bouts of terrorism?,London has been subjected to bouts of terrorism.,hard,hard,data/set3/a1
London,What city in the UK has been subjected to bouts of terrorism?,London,hard,hard,data/set3/a1
London,What countries did James VI of Scotland unite?,James VI of Scotland united Scotland and England.,hard,hard,data/set3/a1
London,What countries did James VI of Scotland unite?,England and Scotland,hard,too hard,data/set3/a1
London,How did civil wars affect England during the Middle Ages?,London remained relatively untouched,hard,medium,data/set3/a1
Lyre,Are the strings of a classical lyre made of gut?,Yes,easy,hard,data/set2/a10
Lyre,Does a classical lyre have a sound-chest?,Yes,easy,easy,data/set2/a10
Lyre,Is lyre played in mordern Greece?,No,easy,easy,data/set2/a10
Lyre,Which part of the strings does the left hand touch?,The lower strings,medium,medium,data/set2/a10
Lyre,In which place is lyre still played?,North-eastern parts of Africa,medium,medium,data/set2/a10
Lyre,Does a classical lyre have a fingerboard?,Yes,hard,hard,data/set2/a10
Lyre,Is a guitar played with a plectrum like a lyre?,Yes,hard,easy,data/set2/a10
Michael_Faraday,Was Michael Faraday an English chemist?,yes,easy,easy,data/set4/a7
Michael_Faraday,Was Faraday a devout Christian?,yes,easy,easy,data/set4/a7
Michael_Faraday,Was Faraday considered a gentleman?,no,easy,easy,data/set4/a7
Michael_Faraday,Who was a member of the Sandemanian sect of Christianity?,yes,medium,easy,data/set4/a7
Michael_Faraday,Who was a member of the Sandemanian sect of Christianity?,Faraday,medium,medium,data/set4/a7
Michael_Faraday,What did Joseph Henry likely discover?,self-induction,medium,medium,data/set4/a7
Michael_Faraday,What did the University of Oxford grant Faraday?,a Doctor of Civil Law degree (honorary),medium,medium,data/set4/a7
Michael_Faraday,What did the University of Oxford grant Faraday?,Doctor of Civil Law degree (honorary),medium,medium,data/set4/a7
Michael_Faraday,Who was made to travel outside the coach?,Faraday,hard,hard,data/set4/a7
Michael_Faraday,Did Faraday construct the ancestor of modern power generators?,yes,hard,easy,data/set4/a7
Michael_Faraday,Did Faraday lecture on education in 1854?,yes,hard,easy,data/set4/a7
Michael_Faraday,Did Faraday receive an extensive formal education?,no,easy,medium,data/set4/a7
Michael_Faraday,Did Faraday discover the chemical substance benzene?,yes,easy,easy,data/set4/a7
Michael_Faraday,Was Faraday born in England?,yes,easy,easy,data/set4/a7
Michael_Faraday,What do some historians of science refer to Faraday as?,the best experimentalist in the history of science,medium,medium,data/set4/a7
Michael_Faraday,What do some historians of science refer to Faraday as?,best experimentalist in the history of science,medium,medium,data/set4/a7
Michael_Faraday,Who was the sponsor and mentor of Faraday?,John 'Mad Jack' Fuller,medium,medium,data/set4/a7
Michael_Faraday,What did Faraday invent that is used almost universally in science laboratories?,the Bunsen burner,medium,medium,data/set4/a7
